id,name,website,lat,long,primary_poc,sales_rep_id
1321.0,Anthem,www.antheminc.com,41.1538988,-74.98958069,Hanh Oram,321610.0
1331.0,Procter & Gamble,www.pg.com,41.33403574,-74.18997513,Cordia Winters,321620.0
1341.0,State Farm Insurance Cos.,www.statefarm.com,42.22108577,-74.70364263,Dionne Hensel,321630.0
1351.0,Alphabet,www.google.com,40.20427811,-75.07724145,Pamula Hammel,321640.0
1361.0,Comcast,www.comcastcorporation.com,42.54154764,-76.24992387,Shana Sanborn,321650.0
1371.0,Target,www.target.com,40.76381281,-76.13369753,Luba Streett,321660.0
1381.0,Johnson & Johnson,www.jnj.com,40.6266526,-75.1543044,Genevieve Fenton,321670.0
1391.0,MetLife,www.metlife.com,41.15717866,-77.29437183,Faustino Henshaw,321680.0
1401.0,Archer Daniels Midland,www.adm.com,41.92373676,-75.99411481,Fay Rogowski,321690.0
1411.0,Marathon Petroleum,www.marathonpetroleum.com,41.43222569,-75.07374417,Emmitt Mcnab,321700.0
1421.0,Freddie Mac,www.freddiemac.com,42.77051343,-75.18810094,Elayne Grunewald,321500.0
1431.0,PepsiCo,www.pepsico.com,40.85630041,-75.72230334,Cathleen Delamater,321510.0
1441.0,United Technologies,www.utc.com,42.329397,-75.15785469,Janett Wisecarver,321520.0
1451.0,Aetna,www.aetna.com,40.66127584,-76.85110769,Noah Melugin,321530.0
1461.0,Lowe’s,www.lowes.com,42.02305207,-74.82210597,Roselee Pardini,321540.0
1471.0,UPS,www.ups.com,41.87883813,-73.84930041,Cedrick Weiss,321550.0
1481.0,AIG,www.aig.com,42.51281169,-76.84077808,Aja Sandusky,321560.0
1491.0,Prudential Financial,www.prudential.com,41.60234569,-75.21696273,Lyda Lamarr,321570.0
1501.0,Intel,www.intel.com,41.03153857,-74.66846407,Elouise Beyers,321580.0
1511.0,Humana,www.humana.com,41.43233665,-77.00496342,Bettye Close,321590.0
1521.0,Disney,www.disney.com,41.87879976,-74.81102607,Timika Mistretta,321600.0
1531.0,Cisco Systems,www.cisco.com,41.20101093,-76.53824668,Deadra Waggener,321610.0
1541.0,Pfizer,www.pfizer.com,40.69325986,-75.79453197,Olevia Taubman,321620.0
1551.0,Dow Chemical,www.dow.com,40.53050671,-74.66656358,Lillia Ogden,321630.0
1561.0,Sysco,www.sysco.com,40.76252413,-73.97753022,Julia Laracuente,321640.0
1571.0,FedEx,www.fedex.com,40.75290524,-73.97519248,Keren Mcconn,321650.0
1581.0,Caterpillar,www.caterpillar.com,40.74789383,-73.97738651,Latia Beene,321660.0
1591.0,Lockheed Martin,www.lockheedmartin.com,40.75497089,-73.98233134,Jared Aikins,321670.0
1601.0,New York Life Insurance,www.newyorklife.com,40.77072257,-73.9840303,Arlyne Mauzy,321680.0
1611.0,Coca-Cola,www.coca-colacompany.com,40.76216116,-73.9802105,Tisha Coletti,321690.0
1621.0,HCA Holdings,www.hcahealthcare.com,40.76981958,-73.98813714,Hubert Blanch,321700.0
1631.0,Ingram Micro,www.ingrammicro.com,40.76945841,-73.98081794,Chanelle Keach,321500.0
1641.0,Energy Transfer Equity,www.energytransfer.com,40.75633906,-73.99627258,Wynell Lepore,321510.0
1651.0,Tyson Foods,www.tysonfoods.com,40.75518241,-73.98323704,Ardelle Khoury,321520.0
1661.0,American Airlines Group,www.aa.com,40.771585,-73.9819547,Sasha Haughey,321500.0
1671.0,Delta Air Lines,www.delta.com,40.75860903,-73.99067048,Enola Thoms,321510.0
1681.0,Nationwide,www.nationwide.com,40.77080408,-73.97765036,Henriette Dawes,321520.0
1691.0,Johnson Controls,www.johnsoncontrols.com,40.76346837,-73.97890353,Cammy Sosnowski,321500.0
1701.0,Best Buy,www.bestbuy.com,40.75969212,-73.97630101,Laurette Sakai,321510.0
1711.0,Merck,www.merck.com,40.76536333,-73.97318125,Willodean Steinberger,321520.0
1721.0,Liberty Mutual Insurance Group,www.libertymutual.com,40.74823604,-73.97899541,Maranda Papas,321680.0
1731.0,Goldman Sachs Group,www.gs.com,40.75744399,-73.96730918,Loris Manfredi,321690.0
1741.0,Honeywell International,www.honeywell.com,40.75117046,-73.98191857,Jeanne Harty,321700.0
1751.0,Massachusetts Mutual Life Insurance,www.massmutual.com,40.76359786,-73.98798615,Cassey Hewey,321680.0
1761.0,Oracle,www.oracle.com,40.76649223,-73.98860609,Antonia Parkhurst,321690.0
1771.0,Morgan Stanley,www.morganstanley.com,40.76035058,-73.98234372,Elvia Snipes,321700.0
1781.0,Cigna,www.cigna.com,40.75566271,-73.97723308,Kandi Mailloux,321630.0
1791.0,United Continental Holdings,www.unitedcontinentalholdings.com,40.75034782,-73.9777814,Diedra Crossman,321640.0
1801.0,Allstate,www.allstate.com,40.75827945,-73.98136016,Latesha Garcia,321630.0
1811.0,TIAA,www.tiaa.org,42.3595683,-71.05133234,Deeanna Burpo,321640.0
1821.0,INTL FCStone,www.intlfcstone.com,42.35998456,-71.06380494,Ericka Hamid,321630.0
1831.0,CHS,www.chsinc.com,42.36335095,-71.06592737,Sheilah Truss,321640.0
1841.0,American Express,www.americanexpress.com,42.35739849,-71.06018574,Horacio Weidman,321630.0
1851.0,Gilead Sciences,www.gilead.com,42.35445028,-71.05788145,Nickie Moulden,321640.0
1861.0,Publix Super Markets,www.publix.com,42.35850315,-71.05281548,Cherri Sienkiewicz,321630.0
1871.0,General Dynamics,www.generaldynamics.com,42.35930205,-71.05137356,Erin Viverette,321640.0
1881.0,TJX,www.tjx.com,42.36202717,-71.06394369,Sheryl Diamond,321580.0
1891.0,ConocoPhillips,www.conocophillips.com,42.35647074,-71.05656643,Lisa Rayborn,321590.0
1901.0,Nike,www.nike.com,42.35672264,-71.05401481,Adam Ptacek,321580.0
1911.0,World Fuel Services,www.wfscorp.com,42.3646094,-71.06350665,Kasandra Correa,321590.0
1921.0,3M,www.3m.com,42.35869695,-71.05271055,Orville Leavell,321580.0
1931.0,Mondelez International,www.mondelezinternational.com,42.35493079,-71.05615465,Vanetta Lerch,321590.0
1941.0,Exelon,www.exeloncorp.com,42.35515794,-71.05362272,Leana Godines,321560.0
1951.0,Twenty-First Century Fox,www.21cf.com,42.35467661,-71.05476697,Nichelle Singley,321560.0
1961.0,Deere,www.johndeere.com,42.36409081,-71.05689009,Aura Walz,321560.0
1971.0,Tesoro,www.tsocorp.com,42.36061671,-71.05311005,Mammie Koff,321520.0
1981.0,Time Warner,www.timewarner.com,42.35976799,-71.05667622,Lakeisha Kridler,321530.0
1991.0,Northwestern Mutual,www.northwesternmutual.com,42.36339484,-71.05213074,Cori Byerley,321540.0
2001.0,DuPont,www.dupont.com,42.36081182,-71.05736279,Lucile Pasek,321550.0
2011.0,Avnet,www.avnet.com,42.35802827,-71.05371851,Tamica Laborde,321680.0
2021.0,Macy’s,www.macysinc.com,42.3587363,-71.05155415,Teresita Ashalintubbi,321690.0
2031.0,Enterprise Products Partners,www.enterpriseproducts.com,42.355919,-71.06244313,Marina Catoe,321700.0
2041.0,Travelers Cos.,www.travelers.com,42.35528695,-71.06314392,Vernie Pound,321680.0
2051.0,Philip Morris International,www.pmi.com,42.35788906,-71.06260265,Angla Ingrassia,321690.0
2061.0,Rite Aid,www.riteaid.com,41.87992583,-87.628038,Celsa Hamsher,321710.0
2071.0,Tech Data,www.techdata.com,41.87943146,-87.63242886,Brendan Anzalone,321720.0
2081.0,McDonald’s,www.aboutmcdonalds.com,41.87849555,-87.63388882,Alisa Rega,321730.0
2091.0,Qualcomm,www.qualcomm.com,41.87949626,-87.6331913,Torri Northrop,321740.0
2101.0,Sears Holdings,www.searsholdings.com,41.87718869,-87.63438258,Hsiu Benedetti,321750.0
2111.0,Capital One Financial,www.capitalone.com,41.87811613,-87.63264013,Debby Myers,321760.0
2121.0,EMC,www.emc.com,41.87988108,-87.63073505,Maurice Matsuda,321770.0
2131.0,USAA,www.usaa.com,41.87745439,-87.62793161,Lessie Quijada,321780.0
2141.0,Duke Energy,www.duke-energy.com,41.87750558,-87.62754203,Newton Belmonte,321790.0
2151.0,Time Warner Cable,www.twc.com,41.87655888,-87.63267458,Jeannetta Fowkes,321710.0
2161.0,Halliburton,www.halliburton.com,41.87700843,-87.63372951,Domonique Pillow,321720.0
2171.0,Northrop Grumman,www.northropgrumman.com,41.87853098,-87.63085256,Nannette Costa,321730.0
2181.0,Arrow Electronics,www.arrow.com,41.87858356,-87.62737294,Craig Mcalpine,321740.0
2191.0,Raytheon,www.raytheon.com,41.87794707,-87.62867818,Yun Kleeman,321750.0
2201.0,Plains GP Holdings,www.plainsallamerican.com,41.87725114,-87.62856309,Ethan Penaloza,321760.0
2211.0,US Foods Holding,www.usfoods.com,41.88134444,-87.6315683,Porter Shrout,321770.0
2221.0,AbbVie,www.abbvie.com,41.8762574,-87.63356311,Agnus Jenkin,321780.0
2231.0,Centene,www.centene.com,41.87744125,-87.62568362,Shanika Mariani,321790.0
2241.0,Community Health Systems,www.chs.net,41.87567906,-87.63221831,Grazyna Dewald,321710.0
2251.0,Alcoa,www.alcoa.com,41.88067456,-87.62823865,Minna Dehner,321720.0
2261.0,International Paper,www.internationalpaper.com,41.87694903,-87.63249779,Nicolasa Housel,321730.0
2271.0,Emerson Electric,www.emerson.com,41.87834691,-87.63143513,Jere Storey,321740.0
2281.0,Union Pacific,www.up.com,41.87521579,-87.62792085,Genesis Schroer,321750.0
2291.0,Amgen,www.amgen.com,41.88014789,-87.62911069,Nigel Mincks,321760.0
2301.0,U.S. Bancorp,www.usbank.com,41.88043219,-87.63253831,Roberto Calender,321710.0
2311.0,Staples,www.staples.com,41.88072746,-87.63152959,Mallory Gosselin,321720.0
2321.0,Danaher,www.danaher.com,41.87539874,-87.62825601,Tressie Halcomb,321730.0
2331.0,Whirlpool,www.whirlpoolcorp.com,41.87816436,-87.63070543,Isreal Shreffler,321740.0
2341.0,Aflac,www.aflac.com,41.59420947,-93.77653866,Kellee Suniga,321750.0
2351.0,AutoNation,www.autonation.com,38.59167276,-93.56878578,Jay Gauger,321760.0
2361.0,Progressive,www.progressive.com,40.58606233,-99.03270865,Catrice Klingbeil,321710.0
2371.0,Abbott Laboratories,www.abbott.com,42.34766317,-99.04391886,Seymour Olmedo,321720.0
2381.0,Dollar General,www.dollargeneral.com,39.39339629,-94.65783313,Janyce Quarles,321730.0
2391.0,Tenet Healthcare,www.tenethealth.com,43.47094982,-93.66844726,Eufemia Spady,321740.0
2401.0,Eli Lilly,www.lilly.com,39.02362217,-99.73474524,Dee Daulton,321750.0
2411.0,Southwest Airlines,www.southwest.com,39.3452361,-97.77547794,Idalia Agosta,321760.0
2421.0,Penske Automotive Group,www.penskeautomotive.com,39.63068733,-94.51558071,Gregorio Schank,321770.0
2431.0,ManpowerGroup,www.manpowergroup.com,41.21806796,-95.91487186,Vivien Gavin,321780.0
2441.0,Kohl’s,www.kohlscorporation.com,38.79562182,-94.92705558,Rico Rison,321790.0
2451.0,Starbucks,www.starbucks.com,40.88161357,-98.3522873,David Trousdale,321740.0
2461.0,Paccar,www.paccar.com,42.93003532,-93.66637836,Love Quirion,321750.0
2471.0,Cummins,www.cummins.com,40.42480254,-94.07990516,Lavonda Geier,321760.0
2481.0,Altria Group,www.altria.com,43.388996,-99.76425869,Juliet Nugent,321740.0
2491.0,Xerox,www.xerox.com,39.35788429,-99.13150995,Ivory Crockett,321750.0
2501.0,Kimberly-Clark,www.kimberly-clark.com,40.54888399,-99.44876396,Garfield Levenson,321760.0
2511.0,Hartford Financial Services Group,www.thehartford.com,39.84701872,-100.63475111,Yukiko Nails,321760.0
2521.0,Kraft Heinz,www.kraftheinzcompany.com,38.25083021,-97.99571996,Willard Crenshaw,321770.0
2531.0,Lear,www.lear.com,42.02905909,-96.1971797,Bernadine Stahly,321780.0
2541.0,Fluor,www.fluor.com,33.70114178,-84.38702725,Chas Nagler,321800.0
2551.0,AECOM,www.aecom.com,33.82163616,-84.4551948,Della Arceo,321810.0
2561.0,Facebook,www.facebook.com,33.82261043,-84.38166098,Jesus Philippi,321820.0
2571.0,Jabil Circuit,www.jabil.com,33.77185316,-84.44605697,Claudette Katzman,321830.0
2581.0,CenturyLink,www.centurylink.com,33.68718458,-84.3989112,Christoper Mcghie,321840.0
2591.0,Supervalu,www.supervalu.com,33.78951934,-84.43800424,Kristopher Moton,321850.0
2601.0,General Mills,www.generalmills.com,33.68480911,-84.31996489,Natasha Kopczynski,321860.0
2611.0,Southern,www.southerncompany.com,33.79734976,-84.48783333,Reagan Derouen,321870.0
2621.0,NextEra Energy,www.nexteraenergy.com,33.69339646,-84.45496051,Jule Alberti,321880.0
2631.0,Thermo Fisher Scientific,www.thermofisher.com,33.79690929,-84.3642967,Venessa Moreles,321890.0
2641.0,American Electric Power,www.aep.com,33.81529212,-84.27792341,Vi Skeeter,321800.0
2651.0,PG&E Corp.,www.pge.com,33.81262481,-84.3145316,Whitney Koga,321810.0
2661.0,NGL Energy Partners,www.nglenergypartners.com,33.70726407,-84.27442267,Staci Alegria,321820.0
2671.0,Bristol-Myers Squibb,www.bms.com,33.75912901,-84.331108,Alejandro Taunton,321830.0
2681.0,Goodyear Tire & Rubber,www.goodyear.com,33.74138501,-84.51340635,Jodee Indelicato,321840.0
2691.0,Nucor,www.nucor.com,33.75863585,-84.47506719,Maryalice Giltner,321850.0
2701.0,PNC Financial Services Group,www.pnc.com,33.81070262,-84.48885411,Lashaun Lightfoot,321860.0
2711.0,Health Net,www.healthnet.com,33.77011904,-84.25682753,Sabra Bellis,321870.0
2721.0,Micron Technology,www.micron.com,33.7640395,-84.32761056,Kimiko Brasfield,321880.0
2731.0,Colgate-Palmolive,www.colgatepalmolive.com,33.76036803,-84.37000048,Barton Hyatt,321890.0
2741.0,Freeport-McMoRan,www.fcx.com,33.67837612,-84.28004584,Neomi Nishida,321800.0
2751.0,ConAgra Foods,www.conagrafoods.com,33.82401567,-84.47180901,Mireille Worthley,321810.0
2761.0,Gap,www.gapinc.com,33.79895957,-84.32104203,Caprice Hohler,321820.0
2771.0,Baker Hughes,www.bakerhughes.com,33.65513972,-84.38382661,Richelle Borger,321830.0
2781.0,Bank of New York Mellon Corp.,www.bnymellon.com,33.78584433,-84.31104078,Harrison Foss,321840.0
2791.0,Dollar Tree,www.dollartree.com,33.79629659,-84.44636407,Georgiana Coniglio,321850.0
2801.0,Whole Foods Market,www.wholefoodsmarket.com,33.66213262,-84.32016577,Chauncey Koss,321860.0
2811.0,PPG Industries,www.ppg.com,33.67189819,-84.43783208,Domonique Harvell,321870.0
2821.0,Genuine Parts,www.genpt.com,33.70377371,-84.49029989,Vanetta Castleman,321880.0
2831.0,Icahn Enterprises,www.ielp.com,33.69649327,-84.30293953,Lindsay Malbon,321890.0
2841.0,Performance Food Group,www.pfgc.com,33.66346897,-84.30443327,Natividad Pauli,321800.0
2851.0,Omnicom Group,www.omnicomgroup.com,33.68262805,-84.37374133,Yasuko Heffernan,321810.0
2861.0,DISH Network,www.dish.com,33.7112727,-84.26437987,Leana Hawker,321820.0
2871.0,FirstEnergy,www.firstenergycorp.com,33.73906625,-84.38069919,Catherine Bermejo,321830.0
2881.0,Monsanto,www.monsanto.com,33.6865548,-84.33725705,Loren Schlanger,321840.0
2891.0,AES,www.aes.com,33.71783987,-84.37779627,Maybell Bascombe,321850.0
2901.0,CarMax,www.carmax.com,33.78790683,-84.3552477,Bobbi Rackers,321860.0
2911.0,National Oilwell Varco,www.nov.com,33.74439751,-84.31087268,Brianne Hunger,321870.0
2921.0,NRG Energy,www.nrgenergy.com,33.64537706,-84.3714378,Stephanie Balfour,321880.0
2931.0,Western Digital,www.westerndigital.com,33.7716156,-84.29436015,Racquel Andrus,321890.0
2941.0,Marriott International,www.marriott.com,33.71504962,-84.43394957,Chassidy Backhaus,321800.0
2951.0,Office Depot,www.officedepot.com,33.6792702,-84.46795114,Daisey Wyss,321810.0
2961.0,Nordstrom,www.nordstrom.com,33.77784027,-84.40532369,Yan Crater,321820.0
2971.0,Kinder Morgan,www.kindermorgan.com,33.83245195,-84.4259156,Chantal Laureano,321830.0
2981.0,Aramark,www.aramark.com,33.76220042,-84.26981923,Chelsey Marasco,321840.0
2991.0,DaVita HealthCare Partners,www.davita.com,33.7448623,-84.39693032,Ursula Sarinana,321850.0
3001.0,Molina Healthcare,www.molinahealthcare.com,33.70709041,-84.37659824,Hilde Klopfer,321860.0
3011.0,WellCare Health Plans,www.wellcare.com,33.77458136,-84.367811,Tobi Whiteaker,321870.0
3021.0,CBS,www.cbscorporation.com,33.74979835,-84.3674757,Huong Fortino,321880.0
3031.0,Visa,www.visa.com,33.85450864,-84.38714575,Madlyn Brothers,321890.0
3041.0,Lincoln National,www.lfg.com,30.4468231,-84.27550291,Stewart Mcnitt,321800.0
3051.0,Ecolab,www.ecolab.com,30.43905541,-84.26683451,Donnie Ehrhardt,321810.0
3061.0,Kellogg,www.kelloggcompany.com,30.44121265,-84.28739112,Domonique Cave,321820.0
3071.0,C.H. Robinson Worldwide,www.chrobinson.com,30.43150596,-84.27163286,Crissy Cottle,321830.0
3081.0,Textron,www.textron.com,30.44989007,-84.26553199,Myrtice Maxon,321840.0
3091.0,Loews,www.loews.com,30.42191113,-84.27288598,Melda Ensey,321850.0
3101.0,Illinois Tool Works,www.itw.com,30.42626607,-84.28540192,Rosena Jessop,321860.0
3111.0,Synnex,www.synnex.com,30.45316435,-84.28313118,Corey Tobia,321870.0
3121.0,Viacom,www.viacom.com,30.44182516,-84.27560787,Chadwick Fortenberry,321880.0
3131.0,HollyFrontier,www.hollyfrontier.com,30.43948044,-84.27672341,Maricela Humphries,321890.0
3141.0,Land O’Lakes,www.landolakesinc.com,30.42636273,-84.26621578,Ana Blount,321800.0
3151.0,Devon Energy,www.devonenergy.com,30.43793364,-84.28943565,Kelli Seese,321810.0
3161.0,PBF Energy,www.pbfenergy.com,30.43699449,-84.27991988,Lavonda Hoyle,321820.0
3171.0,Yum Brands,www.yum.com,30.42579805,-84.29332285,Martin Mcgough,321830.0
3181.0,Texas Instruments,www.ti.com,30.42480163,-84.28202922,Adell Lever,321840.0
3191.0,CDW,www.cdw.com,30.44561608,-84.2690705,Jenny Poland,321850.0
3201.0,Waste Management,www.wm.com,30.42720058,-84.27223003,Kip Stringham,321860.0
3211.0,Marsh & McLennan,www.mmc.com,30.42947075,-84.2760596,Shantae Leone,321870.0
3221.0,Chesapeake Energy,www.chk.com,30.45037802,-84.27915776,Teddy Braddock,321880.0
3231.0,Parker-Hannifin,www.parker.com,30.42521921,-84.26762831,Jon Esteban,321890.0
3241.0,Occidental Petroleum,www.oxy.com,30.43129691,-84.27447227,Chin Coppola,321820.0
3251.0,Guardian Life Ins. Co. of America,www.guardianlife.com,30.45258248,-84.29137802,Trisha Tigner,321830.0
3261.0,Farmers Insurance Exchange,www.farmers.com,30.44067539,-84.2673351,Eloisa Lafuente,321840.0
3271.0,J.C. Penney,www.jcpenney.com,30.43372931,-84.27659801,Ladonna Kouba,321850.0
3281.0,Consolidated Edison,www.conedison.com,30.45055896,-84.27375247,Tamiko Calhoon,321860.0
3291.0,Cognizant Technology Solutions,www.cognizant.com,37.10984358,-86.30173677,Twanda Renninger,321820.0
3301.0,VF,www.vfc.com,35.21110856,-86.56735288,Nell Younts,321830.0
3311.0,Ameriprise Financial,www.ameriprise.com,37.54244241,-86.30973162,Melody Neuner,321840.0
3321.0,Computer Sciences,www.csc.com,35.44139516,-87.73446817,Lincoln Damewood,321850.0
3331.0,L Brands,www.lb.com,35.06072852,-86.07782705,Lisabeth Aitken,321860.0
3341.0,Jacobs Engineering Group,www.jacobs.com,35.5824944,-86.26521414,Lurlene Wojtowicz,321820.0
3351.0,Principal Financial,www.principal.com,35.18711343,-86.48523272,Eddie Mcgaughey,321830.0
3361.0,Ross Stores,www.rossstores.com,34.82021219,-87.8701462,Latosha Hollar,321840.0
3371.0,Bed Bath & Beyond,www.bedbathandbeyond.com,35.09802595,-85.99168992,Audria Witter,321850.0
3381.0,CSX,www.csx.com,37.25849318,-88.24483226,Shirely Cantara,321860.0
3391.0,Toys “R” Us,www.toysrusinc.com,35.03452023,-85.65742667,Eugena Jerman,321820.0
3401.0,Las Vegas Sands,www.sands.com,36.52809264,-86.29157427,Susy Jantzen,321830.0
3411.0,Leucadia National,www.leucadia.com,35.52252305,-86.10327108,Merrill Rubino,321840.0
3421.0,Dominion Resources,www.dom.com,37.0624867,-87.78955963,Mickey Eversole,321850.0
3431.0,United States Steel,www.ussteel.com,36.64788461,-85.75108445,Josh Deslauriers,321800.0
3441.0,L-3 Communications,www.l-3com.com,37.07050505,-86.15150359,Francine Sealey,321810.0
3451.0,Edison International,www.edisoninvestor.com,36.28002506,-86.77628481,Tamekia Isherwood,321800.0
3461.0,Entergy,www.entergy.com,35.63110088,-84.99912578,Kayleen Orlowski,321810.0
3471.0,ADP,www.adp.com,36.94717351,-87.91244237,September Jacquet,321800.0
3481.0,First Data,www.firstdata.com,35.87631966,-87.20726628,Theodore Staten,321800.0
3491.0,BlackRock,www.blackrock.com,37.3426392,-86.48010323,Nam Rothfuss,321810.0
3501.0,WestRock,www.westrock.com,34.05217652,-118.23947268,Isobel Mcdaniel,321900.0
3511.0,Voya Financial,www.voya.com,34.04543571,-118.24369325,Susana Dixion,321910.0
3521.0,Sherwin-Williams,www.sherwin.com,34.05235538,-118.24296184,Cinderella Chaves,321920.0
3531.0,Hilton Worldwide Holdings,www.hiltonworldwide.com,34.04846309,-118.23880377,Rema Skipworth,321930.0
3541.0,R.R. Donnelley & Sons,www.rrdonnelley.com,34.05634691,-118.24395958,Vania Warthen,321940.0
3551.0,Stanley Black & Decker,www.stanleyblackanddecker.com,34.05774002,-118.24377692,Davida Woldt,321950.0
3561.0,Xcel Energy,www.xcelenergy.com,34.05131782,-118.23371303,Annetta Claytor,321960.0
3571.0,Murphy USA,corporate.murphyusa.com,34.04483859,-118.23969357,Tyree Folden,321970.0
3581.0,CBRE Group,www.cbre.com,34.05591179,-118.24775488,Martina Haas,321980.0
3591.0,D.R. Horton,www.drhorton.com,34.04789369,-118.25148374,Rhoda Holtsclaw,321990.0
3601.0,Estee Lauder,www.elcompanies.com,34.05208998,-118.23937803,Grover Chamblee,321900.0
3611.0,Praxair,www.praxair.com,34.05861005,-118.24642719,Lelah Lamothe,321910.0
3621.0,Biogen,www.biogen.com,34.04858652,-118.23718689,Annalisa Butt,321920.0
3631.0,State Street Corp.,www.statestreet.com,34.05532049,-118.23868734,Viva Jarrells,321930.0
3641.0,Unum Group,www.unum.com,34.05203499,-118.25027255,Spring Hedstrom,321940.0
3651.0,Reynolds American,www.reynoldsamerican.com,34.05450876,-118.245709,Adelia Weston,321950.0
3661.0,Group 1 Automotive,www.group1auto.com,34.05420154,-118.23521595,Devona Denison,321960.0
3671.0,Henry Schein,www.henryschein.com,34.04750804,-118.2376566,Forrest Brodeur,321970.0
3681.0,Hertz Global Holdings,www.hertz.com,34.05752693,-118.24577464,Caitlyn Claycomb,321980.0
3691.0,Norfolk Southern,www.nscorp.com,34.05292101,-118.24011491,Leia Vargas,321990.0
3701.0,Reinsurance Group of America,www.rgare.com,34.04931936,-118.23954649,Isaac Demery,321900.0
3711.0,Public Service Enterprise Group,www.pseg.com,34.05598615,-118.25124528,Darrel Macintosh,321910.0
3721.0,BB&T Corp.,www.bbt.com,34.05303225,-118.2363366,Scot Feagin,321920.0
3731.0,DTE Energy,www.dteenergy.com,34.05007234,-118.24582784,Nita Mingle,321930.0
3741.0,Assurant,www.assurant.com,34.06078878,-118.24670312,Candi Vanleer,321940.0
3751.0,Global Partners,www.globalp.com,34.05561326,-118.25118871,Jordan Fils,321950.0
3761.0,Huntsman,www.huntsman.com,34.05537748,-118.24380859,Elmo Burstein,321960.0
3771.0,Becton Dickinson,www.bd.com,34.05218926,-118.24756321,Dagmar Pangle,321970.0
3781.0,Sempra Energy,www.sempra.com,34.04386682,-118.24396744,Isidra Thieme,321980.0
3791.0,AutoZone,www.autozone.com,34.05826339,-118.237747,Maryellen Strohmeyer,321990.0
3801.0,Navistar International,www.navistar.com,34.05447952,-118.24636706,Mauricio Croce,321900.0
3811.0,Precision Castparts,www.precast.com,34.05874763,-118.24411932,Louis Whitted,321910.0
3821.0,Discover Financial Services,www.discoverfinancial.com,34.05349642,-118.2367564,Lauryn Hogge,321920.0
3831.0,Liberty Interactive,www.libertyinteractive.com,34.05361357,-118.24064548,Melissa Hacker,321930.0
3841.0,W.W. Grainger,www.grainger.com,34.05204419,-118.25431494,Marina Summitt,321940.0
3851.0,Baxter International,www.baxter.com,34.05362456,-118.25238409,Darren Villafana,321950.0
3861.0,Stryker,www.stryker.com,34.0567557,-118.25039057,Marivel Keeley,321960.0
